resource_id,description
cliaa5gxy05r0t50hcwoexnv8,"June 5 to July 20 (Mon-Thur; closed Fridays)
Breakfast 8:00-8:45 am
Lunch 11:30 am-12:30 pm
*Site closed July 3-7, 2023"
cliaa2o0b05pyt50he1jbs2tt,"June 5 to July 28 (Mon-Fri)
Breakfast 8:30-9:00 am
Lunch 11:30 am-12:00 pm"
clia9zqri05a5pn0h5b2sqv9h,"June 5 to July 28 (Mon-Fri)
Breakfast 8:30-9:30 am
Lunch 11:00 am-12:30 pm
*Site closed July 3-7, 2023"
clia9wsm405ost50hkz79j3do,"June 5 to July 20 (Mon-Thur; closed Fridays)
Breakfast 8:00-8:45 am
Lunch 11:00-11:30 am
*Site closed July 3-7, 2023"
clia9t74u058xpn0h557xll3x,"June 5 to July 20 (Mon-Thur; closed Fridays)
Breakfast 8:00-8:30 am
Lunch 11:00-11:30 am
*Site closed July 3-7, 2023"
clia9oytn05met50h4mvn0j9s,"June 5 to July 28 (Mon-Fri)
Breakfast 7:45-9:15 am
Lunch 11:00 am-12:30 pm"
clia9lgw5057ppn0h2uf4fy96,"June 12 to July 13 (Mon-Thur; closed Fridays)
Breakfast 8:00-8:30 am
Lunch 11:00-11:30 am
*Site closed July 3-7, 2023"
clia9i9b8056hpn0hp5oay4kq,"June 5 to July 20 (Mon-Thur; closed Fridays)
Breakfast 8:00-9:00 am
Lunch 10:30-11:45 am
*Site closed July 3-7, 2023"
clia9f4ep05k2t50h4t8t4abc,"June 5 to July 20 (Mon-Thur)
Breakfast 8:15-9:15 am
Lunch 10:30 am-12:00 pm
*Site closed July 3-7, 2023"
clia9392o0529pn0hrb99qspf,"June 5 to July 28 (Mon-Fri)
Breakfast 8:00-8:30 am
Lunch 12:00-1:00 pm"
clia8sry80511pn0h2glj03ro,"June 5 to July 28 (Mon-Fri)
Breakfast 8:00-8:45 am
Lunch 11:00 am-1:00 pm
*Site closed July 3-7, 2023"
clia898ik05gyt50hgmp46bmk,"6/14, 6/28, 7/12
8:30-9:30 am"
clia82ngx04y3pn0hfrwgm4rv,"June 5 to July 20 (Mon-Thur; closed Fridays)
Breakfast 8:00-8:30 am
Lunch 11:00 am-12:00 pm
*Site closed July 3-7, 2023"
clia7ptmu04wzpn0h61anqzg2,"June 5 to June 30 (Mon-Fri)
Breakfast 8:00-9:00 am
Lunch 11:00 am-12:00 pm
*Site closed July 3-7, 2023"
clia7fmlc05f4t50h1ocnw5wa,"June 5 to July 13 (Mon-Thur; closed Fridays)
Breakfast 9:00-9:30 am
Lunch 12:00-12:30 pm"
clia74k0804vnpn0hdk7d7vt8,"June 5 to July 28 (Mon-Fri)
No Breakfast
Lunch 12:45-1:15 pm"
clia6pfgi05d8t50h7vhth3ha,"June 1 to June 9 (Mon-Fri)
Breakfast 8:00-9:00 am
Lunch 12:30-1:00 pm"
clia6m16x05c4t50h4db45bgi,"June 5 to July 28 (Mon-Thur; closed Fridays)
Breakfast 8:15-8:45 am
Lunch 12:00-12:30 pm"
clia6gh2f05b0t50hxs2cgb3n,"6/7, 6/21, 7/19, 8/2
4:30-5:30 pm
*closed the week of July 4th"
clia636bh04rdpn0h3g6kqwdu,"June 5 to July 28 (Mon-Fri)
Breakfast 8:00-8:30 am
Lunch 12:00-1:00 pm"
clia5n20q056it50hl1zo35w0,"June 5 to July 28 (Mon-Fri)
Breakfast 8:30-9:30 am
Lunch 11:00 am-12:45 pm
*Site closed July 3-7, 2023"
clia5e78q04qhpn0hepwmu8mc,"June 5 to July 28 (Mon-Fri)
Breakfast 9:00-9:30 am
Lunch 12:30-1:00 pm
*Site closed July 3-7, 2023"
clia53vgx054it50ht25ha3wm,"June 5 to July 20 (Mon-Thur; closed Fridays)
Breakfast 8:00-8:30 am
Lunch 11:00-11:45 am
*Site closed July 3-7, 2023"
clia50jgq04pdpn0hqan7s4et,"June 5 to July 28 (Mon-Fri)
Breakfast 8:00-9:00 am
Lunch 11:30 am-12:30 pm"
clia4kufi04lzpn0hgiullbpb,"June 5 to July 20 (Mon-Thur; closed Fridays)
Breakfast 8:30-9:00 am
Lunch 10:30-11:30 am

*Site closed July 3-7, 2023"
clia4csjw04zct50hrfirh23z,"June 5 to July 28 (Mon-Fri)
Breakfast 8:00-9:00 am
Lunch 11:45 am-1:00 pm

*Site closed July 3-7, 2023"
clia46vrw04y6t50h39pmbmyo,"June 5 to June 29 (Mon-Thur; closed Fridays)
Breakfast 7:15-8:00 am
Lunch 11:00-11:30 am"
clia3smy604f5pn0hbb30uhpk,Sarasota county
clia3l45j04bdpn0h2bn1fgnk,"June 5 to July 28 (Mon-Fri)
Breakfast 8:00-8:45 am
Lunch 11:00 am-12:00 pm"
clia33me30493pn0hgkxoeo8t,"June 5 to July 20 (Mon-Thur; closed Fridays)
Breakfast 8:00-8:45 am
Lunch 11:00 am-12:00 pm

On-site registration required"
clia0wvzu04kgt50hfvc4yxm7,On-site registration required
cli8tpsa0008yt50h5huzhl4u,Call for hours.
cli8ic18j028ynw0hq9ii9wlb,No eligibility requirements nor proof of need necessary
cli7olzlj00s4nw0h1lx4ie47,"New clients must bring proof of each household member, which can include birth certificates, IDs, report cards, proof of school enrollment, or other. Each visit, clients must bring their own bags."
cli7ohp0800kcnu0hf91ih478,"Any closure announcements will be made via physical flyers at the pantry and on our social media– facebook and instagram @sosflkeys. We offer vegetables, fruits, meats, bread, and shelf-stable items like rice and beans.

Requires ID for adults and birth certificates for children in the household

On-site registration required"
cli7of94i00rknw0hxm7gisz2,"Food receivable: fresh produce, refrigerated, frozen, dry goods. Serves directly to individuals, including prepared meals."
cli7nm0el00pwnw0hj7e1t70h,"Mountain county

On-site registration required"
cli7nhfts00pcnw0hemynowgy,"Food receivable: fresh produce, refrigerated,
frozen, dry goods. Serves directly to individuals.

ID required for all members of the household"
cli6ektze0705pi0gxz80d3eg,Photo ID required.
cli6a5iqs096tlt0gdgypnyu4,BreakSpot Meals
cli6a4cq106njpi0gmhg0x56q,BreakSpot Meals
cli69zayw06mppi0gm2nt1zij,BreakSpot Meals
cli69x25306lhpi0g9p94t4oi,BreakSpot Meals
cli69vplx094dlt0g6e9emecx,BreakSpot Meals
cli69qzh806k7pi0gyv8tirqr,BreakSpot Meals
cli69hg8m06h1pi0g2l0o58zt,BreakSpot Meals
cli68bcyj08vflt0g284f54ea,BreakSpot Meals
cli67w0l708rplt0gqg6x8kr0,BreakSpot Meals
cli5zwzm507rllt0ghhbzage9,"Food receivable: fresh produce, dry goods. Serves
directly to individuals, including prepared meals."
cli5x30hp04zlpi0gqrprj4fv,"Food receivable: fresh produce, refrigerated,
frozen, dry goods. Serves directly to individuals."
cli5rwddf04evpi0gvl1h5vr3,https://www.facebook.com/feedingwh/
cli5rdq9b04dtpi0g39zvk8k9,"Food receivable: fresh produce, refrigerated,
frozen, dry goods. Serves directly to individuals"
cli5r1mt8072zlt0gh5bg0kr7,"Food receivable: refrigerated, frozen, dry goods.
Serves directly to individuals.

On-site registration required"
cli5qrjvg04d9pi0gngbq2u0k,"Please call to make an appointment by calling:

904-396-2401"
cli5nogh70713lt0g75fkmx74,https://www.facebook.com/ourdailybreadfoodpantry
cli5j4hjm047jpi0gdjd4zvzy,"Food receivable: fresh produce, refrigerated,
frozen, dry goods. Serves directly to individuals."
cli5hxukq06tllt0g7otb0nlz,"Only for members, to become a member bring a government issued id and income eligibility

State ID required"
cli5g80tx0431pi0g44vbnoeu,On-site registration required
cli58v6d7067jlt0gmq00j6qw,BreakSpot Meals
cli57uzws03frpi0g8xh2ollg,May use once every three months.
cli54zhac033vpi0g9k3krwu6,The food distribution is not in operation as of now but will be restarting again soon. Please call again after a month or two.
cli53nzuw05l5lt0gt9pc79o3,"For families and staff of Campbell Park Elementary, Melrose Elementary and John Hopkins Middle School"
cli4y159303dxvy029j3fe4wl,Register w/ number in household.
cli4y0neo02r9vy02fdrncy7g,https://www.facebook.com/hopepalmetto/
cli4xzpnd01nzvy02bcyzgmt5,"Food avaialble: fresh produce, refrigerated, frozen, dry goods. Serves directly to individuals"
cli4naie500qopi0gougmcl3b,Call to check for food availability
clhxtp2lx0ryxn10gvsfcevht,Shelter
clhxnxorh0r79n10gd72fi76r,"Hours and Days: 24 hrs, Shelter."
clhxcyp2o0q75n10gl1zmzztv,Hour varies.
clhutxcrc0h38n20hfyk93yxi,Children under age 17
clhupfj3h0ggvn20haowafqdx,"Meal Service: Monday-Friday 11:30am-12:30pm
Required: Complete application, suggested donation
$2.50 per meal; Guests under age 60 pay $2.50"
clhumcpfk0fx6n20hn2w4oymu,"Required: Call 24 hours ahead to reserve a meal,
suggested donation $2.50 per meal"
clhro4s6k0jrsmb0gedt5aqpt,"Location: All locations in the Columbus Area.
Service Description: Monday - Friday (March 16 April 3rd) during lunch hours of 10:45 AM 1:00 PM to students affected.
Eligibility: School age students."
clhrnxphe0g0ele0fsv31jlpq,"Location: All locations in the Columbus Area.
Eligibility: Anyone
Hours: Open from 7 AM to 10 PM. Curbside pickup and delivery will be available from 10 AM to 7 PM. Pharmacy hours will remain the same, 8 AM to 9 PM.
Intake Process: Walk-in."
clhrmnh1w0jmwmb0gftnog8qw,"Children may pick up food beginning March 23, Monday through Friday from 10:00 a.m. - noon. Service will be suspended during normally scheduled Spring Break of April 6-10."
clhrjs95y0fmale0fprdzjb5z,"Service Description: We are offering students grab and go breakfast between 8:00 AM to 10:00 AM and lunch from 10:30 AM to 1:00 PM from March 17-20 and March 30-April 3rd, 2020. Please note there will not be breakfast or lunch offered the week of Spring break (March 22 - 29)."
clhpx2xm0077ile0ffyk508bc,"AFTERSCHOOL MEAL SITES FOR YOUTH UNDER AGE 18

Dinner: 3:30pm-4:30pm
Snack: 6:30pm-7:00pm"
clhpx0d21077cle0f38rasueq,"AFTERSCHOOL MEAL SITES FOR YOUTH UNDER AGE 18

Dinner & Snack: 3:30pm-4:30pm"
clhpwzxjr0776le0f3i021goe,Dinner & Snack: 3:30pm-4:30pm
clhpwrdgl0akamb0g0mj298br,Dinner & Snack 3:30pm-4:30pm
clhpwqs8m0ak4mb0g4gdonvrd,"AFTERSCHOOL MEAL SITES FOR YOUTH UNDER AGE 18

669 Indiana Ave. Toledo, OH 43604
Breakfast 8:00am-9:00am
Lunch 12:00pm-1:00pm
Dinner 4:00pm-5:00pm"
clhpwpfnw0ajsmb0gq50gw9fz,"Dinner: 3:45pm-4:15pm
Snack: 5:45pm-6:45pm"
clhpw1vcp074ale0f2g3n6o7n,"CONGREGATE MEAL SITES FOR ADULTS 60 AND OLDER


Required: Call 24 hours ahead to reserve a meal,
suggested donation $2.50 per meal"
clhpvzpke0aikmb0gup3mtvi5,"CONGREGATE MEAL SITES FOR ADULTS 60 AND OLDER


Required: Call 24 hours ahead for reservation,
donations accepted (not required)"
clhpvybp1073mle0f60kwg1y9,"CONGREGATE MEAL SITES FOR ADULTS 60 AND OLDER


Required: Call 24 hours ahead to reserve a meal,
suggested donation $2.50 per meal"
clhpvt4w3072yle0fvmz1bx3r,"Required: Complete application, call 24 hours ahead
to reserve a meal, suggested donation $2.50 per
meal"
clhpvrfmo0ahamb0gwknxqyc9,"Required: Call 24 hours ahead for reservation, small
suggested donation per meal."
clhpvfm9c0afymb0gdm3mft5l,Required: order your meal the day before by 12:00pm
clhpu3lmw06zole0fndrb16av,"Pantry: Open when classes are in session. Closed during holiday breaks and inclement weather.
Required: Valid Owens ID

Student ID required

On-site registration required"
clhptgh7506ysle0frmbv6n20,"Serves: Lucas County residents, age 60 and older"
clhp35lnb03k6le0fc0rlvhbw,"serves: 43560,43615,43617.43623
Lucas County residents"
clhp1uvaz033qle0fvlxvw34x,"No timing
Call for appointment between 9am to 2pm"
clhp1tp1w032gle0fm2i24l4r,"Monthly lunch and outdoor activities for all ages, including basketball, horseshoes, and cornhole, weather permitting."
clhp1mwj40310le0f55q0jl7a,Call for food or financial assistance.
clhor6jga041gmb0gufrz2fhf,"Pantry: By appointment
Serves: 43615 and individuals in the parish
Required: Picture ID and proof of current address"
clhoqlehv03x8mb0ghe7p518m,Plaza Appartments
clhopbm6b00d0le0fmfnn1mo0,"Serves: residents of Northwest Ohio and Southeast Michigan who have been diagnosed with cancer
Required: Letter or email referral from patient’s physician and/or clinic"
clhogerd702rqmb0gij73awek,Required: ID and number of family members
clhofxrmu0328s90hnfp6vubj,"Pantry: Holiday meal boxes at Easter, Thanksgiving, and Christmas. Call for details."
clhmc8ocd056js90hqhtxeobn,Eligibility: All.
clhm7dwym01dmmb0hr94cllus,"Columbus, OH"
clhkuwndf0clcqd0hsgaqk9a7,Distribution Model: Drive Thru
clhklb92w0av6s60hzldi9dda,Distribution Model: Drive Thru
clhkew5e209edqd0h49yif2em,"Cancer referalls only.

Call ahead, Drive Thru."
clhke7wel09oas60h1h07rri8,Distribution Model: Drive Thru
clhkdqgnd096lqd0hvmiyoix4,"If there's a 5th Mondays, it's the 4th Monday."
clhkdhbg309les60h81g8ttrq,Distribution Model: Drive Thru
clhkcz9de09hcs60hermwj22v,Distribution Mode: Drive Thru
clhk9v7yp08r7qd0hbts90zj7,Distribution Model: Drive Thru
clhk7pw3y08lys60hvki9t1oj,"Distribution Model: Drive Thru

*Closed first Tuesday of each month"
clhk71ip2088lqd0hc7qk5dqe,Distribution Model: Drive Thru
clhjs5hoe07bgs60hb8vfyhzx,Walk-up Service
clhjme3m106c0s60hbvz79i0t,"We currently serve Pickaway, Ross, Fairfield, southern Franklin and western Hocking Counties. 
Each household is eligible once a month to receive a donation."
clhjf0rb702d1s60hl5zkrrx7,https://www.facebook.com/profile.php?id=100079301148238
clhjdrxec017lqd0hjgitwbtm,Various Dependent On Day
clhjd1uxc00sts60hlyghhf8y,"All locations for testing only – Call for Tele-Med Service
Call 614-859-1851 for first appointment"
clhjc09pd00jdqd0helpp67d5,Hygiene Kits and Basic Clothing by Appointment
clhjarfy70061s60h39g2u547,"SUPERVISION SERVICES

Limited Staffing Available – Call for Reporting Instructions"
clhic9s8i001alg0f459grodd,"3-5PM free meal & sack lunch to-go, while supplies last (3rd Saturday of the month from April-October) https://www.facebook.com/GatesOfHopeCIA/"
clhi7y10i000gjm0f61bmje5q,"Serving Lowell & Adams Twp

On-site registration required"
clhi7mujy0014ml0fc1x824k2,"Serving Wesley, Fairfield & Decatur Twp"
clhi7aai7000al70fcug2ij1i,"Appointments suggested.
Serving Harrison, Richland, Clinton, Vinton & Wilkesville Twps."
clhi6qlcq001pl80fsayp99k7,Serving Reading & Clayton Twp
clhi5ytyv004gl30fi271t3q8,"Serving Morgan County
Appointments required starting one week before distribution day

Requires ID for adults and birth certificates for children in the household"
clhi5t3ld0004l20fhvign190,"Must pre-register

2nd Tuesday, Rutland Civic Center, 12:00pm-2:00pm.

Serving Meigs County"
clhi4yzd1004imk0f4lwsavjp,"Serving Lick, Liberty, Jackson & Scioto Twps + any senior citizen or disabled person in county in emergency situations"
clhi4kvns009kjv0fm8k3j8hs,Serving Scioto & Liberty Twps plus any emergency situation
clhi470h2002mmb0gyc95vhas,"Also, serves on one tuesday of the month, date varies see the link : https://shepherdofthevalleyub.org/food-pantry-schedule"
clhi34jrc000wif0fznlewvnv,"(MUST PRE-REGISTER)

Serving Athens County"
clhi2xwps0000mb0fi3sl8ec5,"Emergency Services (740) 664-1491

Serving Athens County"
clhhq3u61002mmn0fz0rgn52g,- no food distribution
clhhpgvrr0010lb0f4x4whgfg,"Mount Carmel East 614-234-6658.
 Mount Carmel Grove City 614-663-6700.
Mount Carmel St. Ann's 380-898-4097.
Mount Carmel New Albany 614-706-0751."
clhhiiqv20008m70f6yf51i87,"Contact Pam at 614-8571237

Seniors Helping Seniors Through the Senior Companion Program, an income-eligible senior can volunteer to
visit a homebound senior each week to provide needed socialization and companionship.

Volunteer Qualifications
-Be aged 55 or older
-Be able to volunteer a minimum of 15 hours per week
-Have reliable transportation to visit clients"
clhgolk610000l00ggkuwnsv5,"no timing
No food distribution at this location"
clhgod8qg000smj0f6ilqtz9b,no timing
clhgijnmi0028mm0fj6o9wx9q,"Call (614) 341-7700 to set up services 

All Zip codes served.
distribution is done at different locations."
clhcy52c602rly3ho28942csb,Not in out area of service.
clh1h6bm2004gms0ftpsu4ix0,https://www.facebook.com/PigrimUCC/
clh0rxi0j0004mm0fvt49h16r,"They refer to loaves and fishes 

Services Provided: Emergency Food, Self sufficiency Project, Job Readiness Training
Nutrition Assistance Project, Computer Classes, High School Equivalency, On and off site Internships and Apprenticeships."
clgs02vjv001ymn0fi9dlarjy,Open for Queen Anne’s County residents only.
clglssk8w036j1nvr0t2se2ei,"OVERVIEW: Provides education, family planning services and baby supplies.SERVICES:1) FAMILY PLANNING SERVICES: Provides free pregnancy tests, limited diagnostic ultrasounds, parenting classes, abstinence education, counseling and education, community service referrals, and abortion recovery support.2) EDUCATION: Offers counseling to women (and men) regarding reproductive issues by providing them with facts about pregnancy, parenting, adoption, abortion, sex, and health. Offers information and referrals to other needed resources.3) BABY SUPPLIES: Offers baby supply items such as formula and diapers when available. Also accepts donations of baby items. LOCATIONS:21562 Thames AvenueLexington Park, MD 20653Mon, Tues, Thurs, 9AM-5PM, Wed 1-8PM25482 Point Lookout Road, Suite 201ALeonardtown, MD 20650Wed-Fri, 8AM-5PM2176 Solomon's Island Road, Suite 3Prince Frederick, MD 20670Mon 9AM-8PM, Tues and Wed, 9AM-5PM"
clgifzd900006ml0fgshjd7fb,Call for hours.
clgiane0c0002i80fcwp29ln0,One Saturday of the month from 8 to 10 a.m.
clgh165zo0012mh0gmx8by9ny,Halfway house
clgh0ww730002mi0fojyv29dq,Transitional Home
clggs2bee0000me0fgfamzwsl,Hours: Shelters
clggktsqm000omk0fqbmrvrok,Call for hours.
clgg7v3sj0000l40f9xy64mct,"Requirements: Call first. By appointment only. For at risk workers
Hours of Operation: 7 days 24 hours
Service Provided: Residential Program"
clgg6oh150000l40gqkag252v,"No timing provided.

Requirements: Winter Emergencies. Walk-ins & referrals. Call first
Service Provided: Shelter

https://stjohnsbaltimore.org/home/ministries-and-resources/"
clgfmdpbl000xl70f2ast04y3,"Contact: Terresa Richards

Days: 1st - 3rd Saturday
Hours: 2pm-until"
clgflmmwg0000me0ftxb7bt9i,Call for hours.
clgfkfkt1000sic0f3de0esid,Women’s Shelter
clgc8wb0w0000jh0fkizn1zy5,"The IW Food Pantry is currently closed for renovations. Watch this space for updates on when the program will reopen. Diapers will be available through the IW Clothing Center during this process.(301) 905-6123

IW Food Pantry Address and Contact Information: 

IW Essential Needs Center at 751 Twinbrook Parkway Rockville, MD 20851"
clgc7u0bb000oii0f0egkmwfx,Contact: Pat Eiler
clgc2swim001kl70fgsyci1v4,Contact: Mary Curtis
clgc1chh40000m90fa2s1lded,"Contact: Karen Booth 

Days: When code blue is declared
Hours: 5pm-8pm"
clgbrxk7i0000mm0fb731maqa,Contact: Andrea Hamilton
clgbmw85x000sl20fni0z38h4,Contact: Mamie Morris
clgbmje1e0000mj0f9ydfq7cj,Contact: Kimberly Monar
clgb1mjif0000mf0fqa6v552d,If you are not a resident of 21217 then a referral is needed.
clg9wsrsq0000mr0fhsp07uor,Contact: Jim Becker
clg9vidps0000jx0flp7dhqjc,Contact: Shirley Terrell
clg9p13mz0000jr0flnkhlmvl,Contact: Cindy Otts
clg9egy3u0004l80fj0gzsbga,Under construction. Please call before coming to know the availability.
clg9cab7f000qjy0f1yx1qtp1,https://www.facebook.com/newcovenantcommunitycog/
clg991u36000yla0fgjhokmz6,Contact: Ruth Campbell
clg92n8xf0014ju0fnotdjrm3,Contact: Marguerite Johnson
clg8du9lx000ald0f6gombv2e,"Provides assistance to mothers, including diapers and baby wipes delivery. Must request asssitance online at https://airtable.com/shrROhRdES4FWqAA3 Request form opens the first week of the month and often close within a few days due to overwhelming amounts of requests."
clg87cav50034ju0fw2j16336,"Contact: Edna Evans

Mon 15may, food pantry 1 to 3pm Haven ministeries."
clg86vprx0028jo0fgncwz81p,Contact: Carlene Bullard
clg7wg690000qkx0ftrl5dorv,Contact: Ethel Lee
clg7vnasl003cla0fd90axdcj,Contact: Susan Crane
clg7vbfpp0000mo0fe3x3w9wj,Contact: Barbara Davis
clg7u50e50000l70fpmgvz7gt,Contact: Rev. Geraldine S. James
clg7nfs1a0000l30fxkd8vevz,Contact: Charletta Williams
clg6f0d8c0000mm0fc7f08bh1,Call for hours.
clg5rl8j20002jw0feixgakr2,https://www.facebook.com/FamilyLeagueBaltimore/
clg5neq1s0000ju0f4wuxulnq,Mobile food pantry that provides food to youth ages 14-21
clg5gk6tr0002me0f0o7vhhf8,"Food Pantry operates on the first 4 Saturdays of every month from 9:30 am. to 11 am.

Clients should bring a picture id or driver's license with their current address.

Opens to zip codes 21057, 21128, 21162, 21206, 21234, 21236, & 21237."
